"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_3883","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","g_","s_"
"ASV_3884","no_hit","Ciliophora","Oligohymenophorea","Apostomatida","Foettingeriidae","g_","s_"
"ASV_3885","no_hit","Ciliophora","Spirotrichea","unknown","Tontoniidae","Pseudotontonia","s_"
"ASV_3886","no_hit","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_3887","no_hit","unknown","Cryptophyceae","Cryptomonadales","Hemiselmidaceae","Hemiselmis","Hemiselmis rufescens"
"ASV_3888","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","s_"
"ASV_3889","no_hit","Dinophyceae","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","no_hit"
"ASV_3890","no_hit","Dinophyceae","Dinophyceae","Gonyaulacales","Pyrophacaceae","Fragilidium","s_"
"ASV_3891","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3892","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3893","no_hit","Dinophyceae","Dinophyceae","Peridiniales","no_hit","no_hit","s_"
"ASV_3894","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_3895","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","Pentapharsodinium","s_"
"ASV_3896","no_hit","unknown","Chrysophyceae","unknown","unknown","g_","s_"
"ASV_3898","no_hit","unknown","Polycystinea","no_hit","no_hit","g_","s_"
"ASV_3900","no_hit","Haptophyta","unknown","Phaeocystales","Phaeocystaceae","Phaeocystis","no_hit"
"ASV_3901","no_hit","unknown","Acantharea","Chaunacanthida","unknown","g_","s_"
"ASV_3902","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3903","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_3904","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3905","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3906","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","s_"
"ASV_3907","no_hit","Dinophyceae","Dinophyceae","Prorocentrales","Prorocentraceae","g_","s_"
"ASV_3908","no_hit","Dinophyceae","Dinophyceae","Gonyaulacales","Amphidomataceae","g_","s_"
"ASV_3909","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3910","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","s_"
"ASV_3911","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_3912","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_3913","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3914","no_hit","unknown","Polycystinea","Nassellaria","Plagiacanthidae","Lithomelissa","s_"
"ASV_3915","no_hit","unknown","Cryptophyceae","Pyrenomonadales","Chroomonadaceae","Falcomonas","Falcomonas daucoides"
"ASV_3916","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_3917","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_3918","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","g_","s_"
"ASV_3919","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_3920","no_hit","Cercozoa","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3921","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","Scrippsiella","Scrippsiella lachrymosa"
"ASV_3922","no_hit","Bacillariophyta","no_hit","no_hit","no_hit","g_","s_"
"ASV_3923","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3924","no_hit","Dinophyceae","Dinophyceae","Peridiniales","no_hit","no_hit","no_hit"
"ASV_3925","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3926","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3927","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Mitrocomidae","g_","s_"
"ASV_3928","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"ASV_3929","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3930","no_hit","Dinophyceae","Dinophyceae","Blastodiniales","unknown","g_","s_"
"ASV_3931","Viridiplantae","Chlorophyta","Chlorodendrophyceae","Chlorodendrales","Chlorodendraceae","Tetraselmis","no_hit"
"ASV_3932","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_3933","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3934","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3935","no_hit","unknown","Polycystinea","Nassellaria","Theoperidae","Pterocanium","s_"
"ASV_3936","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_3937","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3938","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Ellobiopsidae","Thalassomyces","Thalassomyces sp. JDS-2003"
"ASV_3939","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3940","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3941","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"ASV_3942","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_3943","no_hit","Euglenozoa","unknown","Diplonemea","unknown","unknown","Diplonemida sp. 1sb RG-2016"
"ASV_3944","no_hit","Dinophyceae","Dinophyceae","Peridiniales","no_hit","g_","s_"
"ASV_3945","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3946","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3947","no_hit","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_3948","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3949","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3950","no_hit","unknown","Polycystinea","Spumellaria","Actinommidae","Hexacontium","s_"
"ASV_3951","no_hit","Cercozoa","unknown","unknown","unknown","g_","s_"
"ASV_3952","Metazoa","Hemichordata","Enteropneusta","no_hit","no_hit","g_","s_"
"ASV_3953","no_hit","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","g_","s_"
"ASV_3954","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_3955","no_hit","unknown","Bigyra","Oblongichytrida","unknown","Oblongichytrium","Oblongichytrium sp. BAFCcult 3519"
"ASV_3956","no_hit","unknown","unknown","Pirsoniales","unknown","g_","s_"
"ASV_3957","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_3958","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3959","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_3960","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_3961","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_3962","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","no_hit"
"ASV_3963","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3964","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_3965","no_hit","Ciliophora","Spirotrichea","unknown","Strombidiidae","Strombidium","s_"
"ASV_3966","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_3967","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_3968","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3969","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_3970","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3971","Metazoa","Chordata","Appendicularia","Copelata","Fritillariidae","Fritillaria <tunicates>","s_"
"ASV_3972","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3973","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_3974","no_hit","unknown","Bolidophyceae","Parmales","Triparmaceae","g_","s_"
"ASV_3975","no_hit","Oomycota","unknown","Lagenidiales","Haliphthoraceae","g_","s_"
"ASV_3976","no_hit","unknown","Ichthyosporea","Ichthyophonida","Ichthyophonidae","g_","s_"
"ASV_3977","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_3978","Viridiplantae","Chlorophyta","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3979","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3980","no_hit","Haptophyta","unknown","unknown","unknown","g_","s_"
"ASV_3981","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_3982","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3983","no_hit","Ciliophora","Oligohymenophorea","Apostomatida","Pseudocolliniidae","Fusiforma","Fusiforma themisticola"
"ASV_3984","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3985","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_3986","no_hit","unknown","Acantharea","Arthracanthida","Phyllostauridae","Acanthostaurus","Acanthostaurus nordgaardi"
"ASV_3987","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3988","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3989","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_3990","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_3991","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_3992","Metazoa","Nemertea","Enopla","Monostilifera","no_hit","no_hit","no_hit"
"ASV_3993","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_3994","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_3995","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","s_"
"ASV_3996","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","s_"
"ASV_3997","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"ASV_3998","no_hit","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_3999","no_hit","Dinophyceae","Dinophyceae","Dinophysiales","Dinophysiaceae","Dinophysis","Dinophysis acuminata"
"ASV_4000","no_hit","Ciliophora","Spirotrichea","no_hit","no_hit","no_hit","s_"
"ASV_4001","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_4002","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4003","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4004","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4005","no_hit","Euglenozoa","unknown","Diplonemea","Hemistasiidae","g_","s_"
"ASV_4006","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_4007","no_hit","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_4008","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4009","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4010","no_hit","unknown","Cryptophyceae","Pyrenomonadales","Geminigeraceae","Proteomonas","s_"
"ASV_4011","no_hit","Bacillariophyta","Coscinodiscophyceae","Melosirales","Stephanopyxidaceae","Stephanopyxis","s_"
"ASV_4012","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_4013","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_4014","no_hit","Cercozoa","no_hit","no_hit","no_hit","g_","s_"
"ASV_4015","no_hit","unknown","Bigyra","Thraustochytrida","Thraustochytriaceae","g_","s_"
"ASV_4016","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4017","no_hit","Dinophyceae","Dinophyceae","Gonyaulacales","Goniodomataceae","g_","s_"
"ASV_4018","no_hit","Apicomplexa","Conoidasida","no_hit","no_hit","g_","s_"
"ASV_4019","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4020","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_4021","no_hit","Dinophyceae","Dinophyceae","Gymnodiniales","Kareniaceae","g_","s_"
"ASV_4022","no_hit","Euglenozoa","unknown","Diplonemea","unknown","unknown","s_"
"ASV_4023","no_hit","Ciliophora","Oligohymenophorea","Philasterida","Loxocephalidae","g_","s_"
"ASV_4024","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_4025","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4026","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4027","no_hit","Dinophyceae","Dinophyceae","Blastodiniales","unknown","Blastodinium","s_"
"ASV_4028","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_4029","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","s_"
"ASV_4030","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","s_"
"ASV_4031","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4032","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4033","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4034","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4035","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4036","no_hit","unknown","Centroplasthelida","Pterocystida","no_hit","g_","s_"
"ASV_4037","Metazoa","Porifera","Demospongiae","Suberitida","Halichondriidae","g_","s_"
"ASV_4038","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4039","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4040","no_hit","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Hemidiscaceae","no_hit","no_hit"
"ASV_4041","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4042","no_hit","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Pelagostrobilidium","s_"
"ASV_4043","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Eudubosquellidae","g_","s_"
"ASV_4044","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4045","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4046","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4047","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4048","no_hit","Euglenozoa","unknown","Diplonemea","Diplonemidae","g_","s_"
"ASV_4049","no_hit","Ciliophora","Spirotrichea","unknown","Tontoniidae","Pseudotontonia","s_"
"ASV_4050","no_hit","Ciliophora","no_hit","no_hit","no_hit","g_","s_"
"ASV_4051","no_hit","unknown","unknown","Telonemida","no_hit","no_hit","s_"
"ASV_4052","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4053","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_4054","no_hit","Euglenozoa","unknown","Diplonemea","no_hit","g_","s_"
"ASV_4055","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_4056","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4057","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4058","no_hit","unknown","Acantharea","no_hit","no_hit","no_hit","no_hit"
"ASV_4059","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4060","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_4061","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4062","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4063","Metazoa","Cnidaria","Anthozoa","Pennatulacea","Virgulariidae","g_","s_"
"ASV_4064","no_hit","Endomyxa","Ascetosporea","Haplosporida","unknown","g_","s_"
"ASV_4065","no_hit","unknown","Cryptophyceae","Pyrenomonadales","Geminigeraceae","g_","s_"
"ASV_4066","Viridiplantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","g_","s_"
"ASV_4067","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_4068","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_4069","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_4070","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","no_hit"
"ASV_4071","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4072","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_4073","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","g_","s_"
"ASV_4074","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","no_hit"
"ASV_4075","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4076","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4077","no_hit","Dinophyceae","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"ASV_4078","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4079","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4080","no_hit","unknown","Polycystinea","no_hit","no_hit","g_","s_"
"ASV_4081","no_hit","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","Strombidinopsis","s_"
"ASV_4082","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"ASV_4083","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_4084","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_4085","no_hit","Ciliophora","Oligohymenophorea","Philasterida","Cinetochilidae","g_","s_"
"ASV_4086","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_4087","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4088","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_4089","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4091","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4092","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_4093","no_hit","Bacillariophyta","no_hit","no_hit","no_hit","g_","s_"
"ASV_4094","no_hit","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hendeyi"
"ASV_4095","Metazoa","Chordata","Appendicularia","Copelata","Oikopleuridae","Oikopleura","Oikopleura fusiformis"
"ASV_4096","no_hit","Imbricatea","unknown","Thaumatomonadida","unknown","g_","s_"
"ASV_4097","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4098","no_hit","unknown","Bigyra","Nanomonadea","unknown","g_","s_"
"ASV_4099","no_hit","unknown","Polycystinea","Spumellaria","no_hit","no_hit","no_hit"
"ASV_4100","no_hit","unknown","Centroplasthelida","unknown","unknown","Meringosphaera","Meringosphaera mediterranea"
"ASV_4101","no_hit","unknown","Bigyra","Thraustochytrida","Thraustochytriaceae","g_","s_"
"ASV_4102","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_4103","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4104","no_hit","unknown","unknown","unknown","unknown","unknown","Uncultured marine alveolate Group II DH148-EKD27"
"ASV_4105","no_hit","unknown","Cryptophyceae","Pyrenomonadales","Geminigeraceae","g_","s_"
"ASV_4106","no_hit","Ciliophora","Spirotrichea","unknown","Tontoniidae","Pseudotontonia","Pseudotontonia simplicidens"
"ASV_4107","no_hit","Dinophyceae","Dinophyceae","Lophodiniales","Lophodiniaceae","g_","s_"
"ASV_4108","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_4109","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4110","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4111","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4112","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4113","no_hit","Ciliophora","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4114","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4115","no_hit","Ciliophora","Oligohymenophorea","Apostomatida","Colliniidae","g_","s_"
"ASV_4116","no_hit","Euglenozoa","unknown","Diplonemea","no_hit","g_","s_"
"ASV_4117","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_4118","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"ASV_4119","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4120","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","s_"
"ASV_4121","no_hit","unknown","Bigyra","Nanomonadea","unknown","g_","s_"
"ASV_4122","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4123","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4124","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4125","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_4126","Metazoa","Annelida","Polychaeta","Phyllodocida","Alciopidae","Vanadis","no_hit"
"ASV_4127","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","s_"
"ASV_4128","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4129","no_hit","unknown","unknown","unknown","unknown","g_","s_"
"ASV_4130","no_hit","unknown","Chrysophyceae","Chromulinales","Chromulinaceae","no_hit","no_hit"
"ASV_4131","no_hit","Oomycota","unknown","Lagenidiales","Haliphthoraceae","Haliphthoros","s_"
"ASV_4132","no_hit","unknown","Bigyra","Oblongichytrida","unknown","g_","s_"
"ASV_4133","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Syndiniaceae","g_","s_"
"ASV_4134","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","no_hit"
"ASV_4135","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","g_","s_"
"ASV_4136","no_hit","Dinophyceae","Dinophyceae","Gymnodiniales","Gymnodiniaceae","g_","s_"
"ASV_4137","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4138","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4139","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4140","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Pfiesteriaceae","no_hit","no_hit"
"ASV_4141","no_hit","Euglenozoa","unknown","Diplonemea","no_hit","no_hit","s_"
"ASV_4142","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_4143","no_hit","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_4144","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_4145","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4146","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4147","no_hit","Euglenozoa","unknown","Diplonemea","unknown","g_","s_"
"ASV_4148","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4149","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","s_"
"ASV_4150","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","s_"
"ASV_4151","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_4152","Metazoa","Nemertea","Palaeonemertea","unknown","Tubulanidae","g_","s_"
"ASV_4153","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4154","no_hit","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","g_","s_"
"ASV_4155","Metazoa","Chordata","Actinopteri","no_hit","no_hit","no_hit","no_hit"
"ASV_4156","no_hit","Ciliophora","Spirotrichea","unknown","Strombidiidae","Laboea","s_"
"ASV_4157","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4158","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4159","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4160","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Peridiniaceae","g_","s_"
"ASV_4161","no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_4162","no_hit","Dinophyceae","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_4163","Metazoa","Arthropoda","Hexanauplia","Calanoida","Paracalanidae","Paracalanus","s_"
"ASV_4164","Viridiplantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","g_","s_"
"ASV_4165","Viridiplantae","Chlorophyta","Mamiellophyceae","Dolichomastigales","Crustomastigaceae","g_","s_"
"ASV_4166","no_hit","Euglenozoa","unknown","Diplonemea","Hemistasiidae","g_","s_"
"ASV_4167","no_hit","Dinophyceae","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"ASV_4168","no_hit","unknown","Polycystinea","no_hit","no_hit","no_hit","no_hit"
"ASV_4169","no_hit","Dinophyceae","Dinophyceae","Syndiniales","no_hit","no_hit","no_hit"
"ASV_4170","no_hit","Dinophyceae","Dinophyceae","no_hit","no_hit","no_hit","no_hit"
"ASV_4171","no_hit","Dinophyceae","Dinophyceae","Gonyaulacales","Gonyaulacaceae","g_","s_"
