#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6454	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	s_
ASV_6455	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6456	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6457	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_6458	Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Pelargonium	no_hit
ASV_6459	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_6460	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_6461	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_6462	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6463	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6464	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_6465	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_6466	no_hit	Dinophyceae	Dinophyceae	Blastodiniales	unknown	g_	s_
ASV_6467	no_hit	Dinophyceae	Dinophyceae	Dinophysiales	Dinophysiaceae	g_	s_
ASV_6468	no_hit	Dinophyceae	Dinophyceae	Dinophysiales	Dinophysiaceae	g_	s_
ASV_6469	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6470	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6471	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_6472	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6473	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_6474	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6475	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6476	no_hit	Ciliophora	Colpodea	unknown	unknown	g_	s_
ASV_6477	no_hit	unknown	Phaeosacciophyceae	Phaeosacciales	Tetrasporopsidaceae	g_	s_
ASV_6478	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6479	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	no_hit	no_hit	no_hit
ASV_6480	Metazoa	Chordata	Thaliacea	Salpida	Salpidae	unknown	s_
ASV_6481	Metazoa	Ctenophora	Tentaculata	Lobata	Bathocyroidae	g_	s_
ASV_6482	no_hit	Cercozoa	Chlorarachniophyceae	unknown	unknown	Minorisa	Minorisa sp. SRT705
ASV_6483	no_hit	unknown	Chrysophyceae	no_hit	no_hit	g_	s_
ASV_6485	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_6486	no_hit	unknown	Polycystinea	Spumellaria	Actinommidae	Hexacontium	no_hit
ASV_6487	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6488	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6489	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_6490	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_6491	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6492	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6493	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6494	no_hit	Dinophyceae	Dinophyceae	unknown	unknown	g_	s_
ASV_6495	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	s_
ASV_6496	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	g_	s_
ASV_6497	no_hit	unknown	Acantharea	Arthracanthida	Phyllostauridae	Phyllostaurus	s_
ASV_6498	no_hit	unknown	unknown	Telonemida	no_hit	no_hit	s_
ASV_6499	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_6500	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6501	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	g_	s_
ASV_6502	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6503	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_6504	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	g_	s_
ASV_6505	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6506	no_hit	Oomycota	no_hit	no_hit	no_hit	g_	s_
ASV_6507	no_hit	unknown	Choanoflagellata	no_hit	no_hit	g_	s_
ASV_6508	no_hit	Haptophyta	no_hit	no_hit	no_hit	g_	s_
ASV_6509	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6510	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6511	no_hit	unknown	Centroplasthelida	Pterocystida	Pterocystidae	g_	s_
ASV_6512	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6513	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6514	no_hit	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	g_	s_
ASV_6515	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6516	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6517	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6518	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6519	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6520	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	s_
ASV_6521	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_6522	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_6523	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_6524	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Pfiesteriaceae	no_hit	no_hit
ASV_6525	no_hit	unknown	Polycystinea	Nassellaria	Trissocyclidae	g_	s_
ASV_6526	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6527	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6528	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6529	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6530	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	no_hit	no_hit
ASV_6531	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	g_	s_
ASV_6532	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	no_hit	no_hit	s_
ASV_6533	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_6535	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_6536	no_hit	unknown	Bigyra	Oblongichytrida	unknown	g_	s_
ASV_6537	no_hit	unknown	Chrysophyceae	no_hit	no_hit	g_	s_
ASV_6538	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6539	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6540	Metazoa	Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Microsetella	s_
ASV_6541	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6542	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	s_
ASV_6543	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6544	no_hit	Haptophyta	unknown	Prymnesiales	no_hit	no_hit	s_
ASV_6545	no_hit	Haptophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6546	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	g_	s_
ASV_6547	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	Pterosperma cristatum
