#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_8077	no_hit	Cercozoa	unknown	Cercomonadida	Cercomonadidae	g_	s_
ASV_8078	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8079	Metazoa	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae	no_hit	no_hit
ASV_8081	no_hit	Bacillariophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8084	no_hit	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	no_hit	s_
ASV_8090	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_8091	no_hit	Haptophyta	unknown	Prymnesiales	Prymnesiaceae	no_hit	s_
ASV_8094	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH148-EKD14
ASV_8095	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_8096	no_hit	unknown	unknown	unknown	unknown	unknown	s_
ASV_8097	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8104	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8107	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	g_	s_
ASV_8108	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8109	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8110	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_8111	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_8112	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_8113	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	no_hit	no_hit	s_
ASV_8114	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8115	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_8117	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	no_hit
ASV_8118	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_8119	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_8120	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_8121	no_hit	Dinophyceae	Dinophyceae	Syndiniales	unknown	g_	s_
ASV_8122	no_hit	Dinophyceae	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_8123	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_8124	no_hit	Ciliophora	Spirotrichea	unknown	Tontoniidae	Pseudotontonia	s_
ASV_8125	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	s_
